Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Weekend_Usage_Hours,High_Usage
433,19,F,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,43.0,Single,3,6,3.2,5.3,Poor,5.1,False
434,21,M,Graduate,India,6.9,WhatsApp,Yes,5.4,86.0,In Relationship,4,8,4.4,7.1,Average,6.2,True
435,20,F,Undergraduate,Switzerland,2.8,Instagram,No,9.0,69.35590551181102,Single,2,4,5.3,7.2,Good,6.699999999999999,False
436,22,M,Graduate,Turkey,4.4,TikTok,Yes,7.8,67.0,Single,3,7,3.6,6.2,Good,5.800000000000001,False
437,19,F,Undergraduate,USA,7.9,Instagram,Yes,4.4,50.0,In Relationship,4,9,5.5,7.9,Good,7.9,True
438,21,M,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,82.0,Single,3,7,,6.3,Good,2.3,True
439,20,F,Undergraduate,France,3.4,Instagram,No,8.6,40.0,In Relationship,2,5,1.5,6.6,Average,2.5,False
440,22,M,Graduate,Canada,4.2,TikTok,Yes,8.0,88.0,Single,3,7,3.4,6.3,Average,5.699999999999999,False
441,19,F,Undergraduate,Spain,4.0,Instagram,Yes,7.9,86.0,Single,3,7,4.0,6.5,Poor,5.5,False
442,29,M,Graduate,Denmark,2.8,Facebook,No,9.0,91.0,In Relationship,2,4,,5.4,Good,5.7,False
443,20,F,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,77.0,Single,3,6,1.0,5.1,Good,2.4,False
444,22,M,Graduate,India,7.0,WhatsApp,Yes,5.3,63.0,In Relationship,4,8,3.4,6.6,Good,4.9,True
445,19,F,Undergraduate,Switzerland,2.7,Instagram,No,9.1,93.0,Single,2,4,1.9,5.7,Average,2.8,False
446,21,M,Graduate,Turkey,4.3,Instagram,Yes,7.9,99.0,Single,3,7,4.3,5.5,Average,5.4,False
447,20,F,Undergraduate,USA,8.0,TikTok,Yes,4.3,96.0,In Relationship,4,9,3.9,6.6,Good,5.9,True
448,22,M,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,86.0,Single,3,7,2.4,5.9,Good,4.0,True
449,19,F,Undergraduate,France,3.3,Instagram,No,8.7,69.35590551181102,In Relationship,2,5,2.9,5.2,Excellent,5.3,False
450,21,M,Graduate,Canada,4.1,Instagram,Yes,8.1,80.0,Single,3,7,2.2,8.1,Excellent,4.800000000000001,False
451,28,F,Undergraduate,Spain,3.9,TikTok,Yes,8.0,85.0,Single,3,7,3.4,7.5,Good,5.3,False
452,22,M,Graduate,Denmark,2.7,Facebook,No,9.1,89.0,In Relationship,2,4,4.6,5.8,Average,7.0,False
453,19,F,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,65.0,Single,3,6,2.3,8.8,Poor,3.6,False
454,21,M,Graduate,India,7.1,WhatsApp,Yes,5.2,69.35590551181102,In Relationship,4,8,4.1,7.5,Average,5.6,True
455,20,F,Undergraduate,Switzerland,2.6,Instagram,No,9.2,89.0,Single,2,4,,6.2,Average,5.199999999999999,False
456,22,M,Graduate,Turkey,4.2,TikTok,Yes,8.0,44.0,Single,3,7,,4.0,Good,4.0,False
457,19,F,Undergraduate,USA,8.1,Instagram,Yes,4.2,59.0,In Relationship,4,9,3.4,8.8,Average,5.4,True
458,21,M,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,91.0,Single,3,7,2.3,5.1,Average,3.3,True
459,20,F,Undergraduate,France,3.2,Instagram,No,8.8,80.0,In Relationship,2,5,,6.6,Good,4.8,False
460,22,M,Graduate,Canada,4.0,TikTok,Yes,8.2,50.0,Single,3,7,2.1,7.5,Good,4.800000000000001,False
461,19,F,Undergraduate,Spain,3.8,Instagram,Yes,8.1,95.0,Single,3,7,5.9,8.9,Good,8.600000000000001,False
462,21,M,Graduate,Denmark,2.6,Facebook,No,9.2,93.0,In Relationship,2,4,3.5,7.9,Good,5.8,False
463,20,F,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,72.0,Single,3,6,2.7,7.1,Excellent,5.1,False
464,22,M,Graduate,India,7.2,WhatsApp,Yes,5.1,89.0,In Relationship,4,8,3.8,7.1,Good,5.699999999999999,True
465,19,F,Undergraduate,Switzerland,2.5,Instagram,No,9.3,69.35590551181102,Single,2,4,3.4,7.4,Poor,5.4,False
466,21,M,Graduate,Turkey,4.1,Instagram,Yes,8.1,66.0,Single,3,7,3.2,6.6,Good,4.0,False
467,20,F,Undergraduate,USA,8.2,TikTok,Yes,4.1,73.0,In Relationship,4,9,4.2,6.8,Good,5.800000000000001,True
468,22,M,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,54.0,Single,3,7,4.4,6.6,Excellent,6.0,True
469,19,F,Undergraduate,France,3.1,Instagram,No,8.9,71.0,In Relationship,2,5,2.9,6.4,Average,5.8,False
470,21,M,Graduate,Canada,3.9,Instagram,Yes,8.3,69.35590551181102,Single,3,7,2.8,5.7,Good,4.4,False
471,20,F,Undergraduate,Spain,3.7,TikTok,Yes,8.2,60.0,Single,3,7,3.2,6.2,Good,5.1,False
472,22,M,Graduate,Denmark,2.5,Facebook,No,9.3,85.0,In Relationship,2,4,0.7,6.6,Good,2.5,False
473,19,F,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,44.0,Single,3,6,1.7,6.4,Excellent,3.8,False
474,21,M,Graduate,India,7.3,WhatsApp,Yes,5.0,45.0,In Relationship,4,8,5.1,5.5,Excellent,7.5,True
475,20,F,Undergraduate,Switzerland,2.4,Instagram,No,9.4,77.0,Single,2,4,5.5,5.4,Good,6.6,False
476,22,M,Graduate,Turkey,4.0,TikTok,Yes,8.2,61.0,Single,3,7,3.2,6.7,Excellent,5.0,False
477,19,F,Undergraduate,USA,8.3,Instagram,Yes,4.0,57.0,In Relationship,4,9,4.2,7.9,Excellent,6.800000000000001,True
478,21,M,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,53.0,Single,3,7,3.9,7.4,Good,5.6,True
479,20,F,Undergraduate,France,3.0,Instagram,No,9.0,49.0,In Relationship,2,5,7.2,6.6,Average,8.4,False
480,22,M,Graduate,Canada,3.8,TikTok,Yes,8.4,85.0,Single,3,7,4.8,5.5,Average,6.9,False
481,27,F,Undergraduate,Spain,3.6,Instagram,Yes,8.3,52.0,Single,3,7,3.3,7.4,Good,5.9,False
482,21,M,Graduate,Denmark,2.4,Facebook,No,9.4,70.0,In Relationship,2,4,2.4,5.5,Good,3.1,False
483,20,F,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,69.0,Single,3,6,1.6,6.3,Poor,4.0,False
484,22,M,Graduate,India,7.4,WhatsApp,Yes,4.9,42.0,In Relationship,4,8,3.7,7.1,Good,6.300000000000001,True
485,19,F,Undergraduate,Switzerland,2.3,Instagram,No,9.5,69.0,Single,2,4,2.6,5.5,Excellent,4.3,False
486,21,M,Graduate,Turkey,3.9,Instagram,Yes,8.3,45.0,Single,3,7,1.8,6.6,Average,4.8,False
487,20,F,Undergraduate,USA,8.4,TikTok,Yes,3.9,68.0,In Relationship,4,9,2.7,5.2,Excellent,5.2,True
488,22,M,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,47.0,Single,3,7,2.2,5.9,Good,4.6,True
489,19,F,Undergraduate,France,2.9,Instagram,No,9.1,83.0,In Relationship,2,5,5.5,6.8,Good,7.9,False
490,21,M,Graduate,Canada,3.7,Instagram,Yes,8.5,84.0,Single,3,7,4.6,4.9,Poor,5.5,False
491,20,F,Undergraduate,Spain,3.5,TikTok,Yes,8.4,82.0,Single,3,7,3.5,6.9,Good,4.5,False
492,22,M,Graduate,Denmark,2.3,Facebook,No,9.5,83.0,In Relationship,2,4,5.3,6.5,Average,7.0,False
493,19,F,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,72.0,Single,3,6,3.6,6.6,Poor,4.8,False
494,21,M,Graduate,India,7.5,WhatsApp,Yes,4.8,56.0,In Relationship,4,8,2.5,6.7,Excellent,4.0,True
495,20,F,Undergraduate,Switzerland,2.2,Instagram,No,9.6,87.0,Single,2,4,5.3,7.9,Excellent,8.0,False
496,22,M,Graduate,Turkey,3.8,TikTok,Yes,8.4,50.0,Single,3,7,,6.6,Good,6.699999999999999,False
497,19,F,Undergraduate,USA,8.5,Instagram,Yes,3.8,69.35590551181102,In Relationship,4,9,2.3,6.1,Good,4.4,True
498,21,M,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,89.0,Single,3,7,3.3,6.6,Good,5.9,True
499,20,F,Undergraduate,France,2.8,Instagram,No,9.2,50.0,In Relationship,2,5,2.4,7.0,Poor,4.9,False
500,22,M,Graduate,Canada,3.6,TikTok,Yes,8.6,70.0,Single,3,7,1.8,6.5,Average,3.4000000000000004,False
501,19,F,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,67.0,Single,3,7,4.6,6.5,Average,5.6,True
502,21,M,Graduate,China,4.5,WeChat,No,7.8,83.0,In Relationship,2,5,5.8,5.8,Good,7.6,False
503,20,F,Undergraduate,Netherlands,3.8,Instagram,No,8.2,45.0,Single,2,4,1.8,5.8,Average,4.1,False
504,22,M,Graduate,New Zealand,4.7,Instagram,Yes,7.5,80.0,In Relationship,3,6,4.2,5.1,Poor,5.800000000000001,False
505,19,F,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,55.0,Single,3,7,2.7,8.2,Average,4.9,True
506,21,M,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,43.0,Single,3,7,2.9,5.3,Excellent,3.6,True
507,20,F,Undergraduate,UAE,6.5,Instagram,Yes,6.5,74.0,In Relationship,4,8,,5.8,Average,5.199999999999999,True
508,22,M,Graduate,Poland,4.2,Facebook,No,7.9,99.0,Single,2,5,2.5,5.8,Excellent,5.0,False
509,19,F,Undergraduate,India,6.8,WhatsApp,Yes,6.0,87.0,In Relationship,4,8,3.6,7.4,Good,5.9,True
510,21,M,Graduate,Canada,4.8,Instagram,Yes,7.4,95.0,Single,3,6,2.5,6.2,Excellent,5.4,False
511,20,F,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,98.0,Single,3,7,3.8,7.7,Average,6.4,True
512,22,M,Graduate,China,4.4,WeChat,No,7.9,65.0,In Relationship,2,5,3.4,6.6,Average,6.199999999999999,False
513,19,F,Undergraduate,Netherlands,3.7,TikTok,No,8.3,96.0,Single,2,4,3.2,6.8,Excellent,6.0,False
514,21,M,Graduate,New Zealand,4.6,Instagram,Yes,7.6,51.0,In Relationship,3,6,2.4,5.7,Excellent,4.9,False
515,20,F,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,50.0,Single,3,7,2.8,8.6,Good,5.0,True
516,30,M,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,76.0,Single,3,7,4.4,5.3,Good,4.9,True
517,19,F,Undergraduate,UAE,6.6,Instagram,Yes,6.4,64.0,In Relationship,4,8,,6.8,Excellent,5.8,True
518,21,M,Graduate,Poland,4.1,Facebook,No,8.0,57.0,Single,2,5,2.3,7.1,Good,4.199999999999999,False
519,20,F,Undergraduate,India,6.9,WhatsApp,Yes,5.9,58.0,In Relationship,4,8,,6.9,Average,4.9,True
520,30,M,Graduate,Canada,4.7,TikTok,Yes,7.5,62.0,Single,3,6,4.4,6.3,Excellent,5.7,False
521,19,F,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,94.0,Single,3,7,1.5,6.4,Excellent,4.4,True
522,21,M,Graduate,China,4.3,WeChat,No,8.0,77.0,In Relationship,2,5,4.2,6.5,Good,6.9,False
523,20,F,Undergraduate,Netherlands,3.6,Instagram,No,8.4,93.0,Single,2,4,2.7,6.4,Good,5.300000000000001,False
524,30,M,Graduate,New Zealand,4.5,Facebook,Yes,7.7,57.0,In Relationship,3,6,4.2,7.5,Average,5.7,False
525,19,F,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,65.0,Single,3,7,2.6,8.7,Average,3.1,True
526,21,M,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,45.0,Single,3,7,1.3,5.9,Good,2.0,True
527,28,F,Undergraduate,UAE,6.7,Instagram,Yes,6.3,69.35590551181102,In Relationship,4,8,1.5,5.1,Average,2.8,True
528,30,M,Graduate,Poland,4.0,Facebook,No,8.1,83.0,Single,2,5,,6.4,Excellent,4.1,False
529,19,F,Undergraduate,India,7.0,WhatsApp,Yes,5.8,90.0,In Relationship,4,8,3.8,9.1,Average,4.3,True
530,21,M,Graduate,Canada,4.6,Instagram,Yes,7.6,68.0,Single,3,6,2.4,5.7,Poor,5.199999999999999,False
531,20,F,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,98.0,Single,3,7,4.3,8.1,Average,6.6,True
532,22,M,Graduate,China,4.2,WeChat,No,8.1,73.0,In Relationship,2,5,1.5,8.2,Poor,2.8,False
533,19,F,Undergraduate,Netherlands,3.5,Instagram,No,8.5,56.0,Single,2,4,3.4,5.9,Average,4.2,False
534,21,M,Graduate,New Zealand,4.4,Facebook,Yes,7.8,82.0,In Relationship,3,6,2.0,7.1,Excellent,3.8,False
535,20,F,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,82.0,Single,3,7,,8.1,Poor,3.2,True
536,22,M,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,92.0,Single,3,7,3.6,6.1,Excellent,6.4,True
537,19,F,Undergraduate,UAE,6.8,Instagram,Yes,6.2,69.35590551181102,In Relationship,4,8,2.5,6.3,Good,4.0,True
538,21,M,Graduate,Poland,3.9,Facebook,No,8.2,41.0,Single,2,5,3.0,5.9,Excellent,4.5,False
539,20,F,Undergraduate,India,7.1,WhatsApp,Yes,5.7,73.0,In Relationship,4,8,4.7,5.5,Excellent,6.2,True
540,22,M,Graduate,Canada,4.5,TikTok,Yes,7.7,69.35590551181102,Single,3,6,2.8,5.9,Good,3.5,False
541,19,F,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,47.0,Single,3,7,4.5,5.3,Good,6.6,True
542,21,M,Graduate,China,4.1,WeChat,No,8.2,52.0,In Relationship,2,5,2.1,6.6,Good,4.4,False
543,20,F,Undergraduate,Netherlands,3.4,Instagram,No,8.6,81.0,Single,2,4,,5.7,Good,6.3,False
544,22,M,Graduate,New Zealand,4.3,Instagram,Yes,7.9,47.0,In Relationship,3,6,5.2,6.7,Excellent,6.0,False
545,19,F,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,69.0,Single,3,7,0.5,4.9,Excellent,2.4,True
546,21,M,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,71.0,Single,3,7,,6.8,Average,4.4,True
547,20,F,Undergraduate,UAE,6.9,Instagram,Yes,6.1,69.35590551181102,In Relationship,4,8,4.2,6.6,Good,6.9,True
548,22,M,Graduate,Poland,3.8,Facebook,No,8.3,86.0,Single,2,5,3.3,6.6,Average,4.699999999999999,False
549,19,F,Undergraduate,India,7.2,WhatsApp,Yes,5.6,69.0,In Relationship,4,8,3.9,6.9,Average,5.3,True
550,21,M,Graduate,Canada,4.4,Instagram,Yes,7.8,40.0,Single,3,6,2.8,7.7,Average,4.8,False
551,20,F,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,82.0,Single,3,7,3.6,5.3,Average,5.7,True
552,22,M,Graduate,China,4.0,WeChat,No,8.3,69.35590551181102,In Relationship,2,5,,8.2,Good,5.0,False
553,19,F,Undergraduate,Netherlands,3.3,Instagram,No,8.7,56.0,Single,2,4,4.9,6.6,Average,6.5,False
554,21,M,Graduate,New Zealand,4.2,Facebook,Yes,8.0,98.0,In Relationship,3,6,3.8,5.8,Good,5.5,False
555,20,F,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,59.0,Single,3,7,3.9,6.4,Good,6.6,True
556,22,M,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,63.0,Single,3,7,3.0,7.1,Average,4.7,True
557,19,F,Undergraduate,UAE,7.0,Instagram,Yes,6.0,89.0,In Relationship,4,8,2.9,6.6,Good,5.699999999999999,True
558,21,M,Graduate,Poland,3.7,Facebook,No,8.4,61.0,Single,2,5,3.0,7.0,Average,4.8,False
559,20,F,Undergraduate,India,7.3,WhatsApp,Yes,5.5,68.0,In Relationship,4,8,,5.6,Average,6.9,True
560,22,M,Graduate,Canada,4.3,TikTok,Yes,7.9,61.0,Single,3,6,3.0,6.6,Poor,5.6,False
561,19,F,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,83.0,Single,3,7,3.8,5.1,Poor,5.199999999999999,True
562,21,M,Graduate,China,3.9,WeChat,No,8.4,48.0,In Relationship,2,5,6.0,6.4,Good,8.7,False
563,20,F,Undergraduate,Netherlands,3.2,Instagram,No,8.8,76.0,Single,2,4,4.5,5.6,Good,5.3,False
564,22,M,Graduate,New Zealand,4.1,Instagram,Yes,8.1,49.0,In Relationship,3,6,3.1,5.8,Average,5.9,False
565,19,F,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,69.35590551181102,Single,3,7,4.9,7.7,Good,7.0,True
566,21,M,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,76.0,Single,3,7,3.0,7.6,Average,3.6,True
567,20,F,Undergraduate,UAE,7.1,Instagram,Yes,5.9,67.0,In Relationship,4,8,1.1,7.1,Average,3.2,True
568,22,M,Graduate,Poland,3.6,Facebook,No,8.5,67.0,Single,2,5,2.3,5.4,Average,5.199999999999999,False
569,19,F,Undergraduate,India,7.4,WhatsApp,Yes,5.4,81.0,In Relationship,4,8,1.3,6.2,Good,2.0,True
570,21,M,Graduate,Canada,4.2,Instagram,Yes,8.0,82.0,Single,3,6,3.1,7.7,Excellent,5.0,False
571,20,F,Undergraduate,Spain,6.1,Instagram,Yes,7.2,60.0,Single,4,7,3.5,6.6,Good,5.9,True
572,23,M,Graduate,Denmark,3.8,Twitter,No,7.8,63.0,In Relationship,2,4,5.5,8.8,Excellent,8.0,False
573,19,F,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,81.0,Single,4,8,3.9,6.9,Poor,5.4,True
574,22,M,Graduate,India,7.2,Facebook,Yes,5.9,99.0,Single,5,9,3.2,6.6,Good,4.2,True
575,21,F,Undergraduate,Switzerland,4.2,Instagram,No,7.5,79.0,In Relationship,2,5,4.5,6.2,Excellent,5.1,False
576,32,M,Graduate,Turkey,6.8,TikTok,Yes,6.2,41.0,Single,4,8,0.8,6.6,Excellent,2.7,True
577,20,F,Undergraduate,USA,5.9,Instagram,Yes,6.7,94.0,In Relationship,3,7,3.8,6.3,Average,5.4,True
578,22,M,Graduate,Mexico,6.5,Facebook,Yes,6.1,47.0,Single,4,8,4.4,6.6,Average,7.300000000000001,True
579,19,F,Undergraduate,France,4.7,Twitter,No,7.4,69.35590551181102,Single,2,5,1.7,7.5,Average,2.4,False
580,23,M,Graduate,Canada,5.2,Instagram,Yes,7.0,66.0,In Relationship,3,6,4.9,5.7,Excellent,7.1000000000000005,True
581,21,F,Undergraduate,UK,6.3,TikTok,Yes,6.4,61.0,Single,4,8,3.9,5.2,Good,4.5,True
582,24,M,Graduate,Italy,4.9,Facebook,No,7.3,76.0,In Relationship,2,5,3.0,4.7,Good,3.9,False
583,20,F,Undergraduate,Russia,6.7,Instagram,Yes,6.0,66.0,Single,4,8,4.3,6.6,Good,5.9,True
584,22,M,Graduate,China,5.8,WeChat,Yes,6.5,69.35590551181102,In Relationship,3,7,,5.4,Average,7.800000000000001,True
585,19,F,Undergraduate,Japan,4.5,Twitter,No,7.6,68.0,Single,2,4,3.7,4.3,Good,5.9,False
586,23,M,Graduate,Poland,6.4,Facebook,Yes,6.3,42.0,Single,4,8,3.8,6.9,Good,6.6,True
587,21,F,Undergraduate,Finland,4.1,Instagram,No,7.7,83.0,In Relationship,2,5,,9.0,Poor,5.0,False
588,24,M,Graduate,Spain,6.6,TikTok,Yes,6.2,52.0,Single,4,8,2.5,6.5,Good,5.4,True
589,20,F,Undergraduate,Denmark,4.4,Instagram,No,7.4,84.0,In Relationship,2,5,4.5,7.3,Average,7.2,False
590,30,M,Graduate,Ireland,5.7,Twitter,Yes,6.8,49.0,Single,3,7,2.5,6.6,Average,4.5,True
591,19,F,Undergraduate,India,7.0,Instagram,Yes,5.8,75.0,Single,5,9,3.6,6.4,Good,6.2,True
592,23,M,Graduate,Switzerland,4.3,Facebook,No,7.5,69.35590551181102,In Relationship,2,5,2.9,6.6,Excellent,5.0,False
593,21,F,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,93.0,Single,4,8,4.1,6.2,Good,4.8,True
594,24,M,Graduate,USA,5.6,Instagram,Yes,6.9,95.0,In Relationship,3,7,3.9,6.6,Poor,6.3,True
595,20,F,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,94.0,Single,4,8,4.7,6.8,Poor,5.4,True
596,29,M,Undergraduate,France,5.8,Instagram,Yes,6.7,66.0,Single,3,7,2.9,5.8,Excellent,4.9,True
597,23,F,Graduate,Canada,4.9,TikTok,No,7.3,73.0,In Relationship,2,5,3.2,7.5,Excellent,5.5,False
598,20,M,Undergraduate,UK,6.4,Facebook,Yes,6.2,90.0,Single,4,8,2.3,6.3,Good,3.0,True
599,22,F,Graduate,Italy,5.1,Twitter,No,7.1,40.0,In Relationship,2,5,3.0,5.7,Excellent,4.1,True
600,19,M,Undergraduate,Russia,6.7,Instagram,Yes,6.0,71.0,Single,4,8,4.0,7.0,Excellent,6.8,True
601,24,F,Graduate,China,5.5,WeChat,Yes,6.8,64.0,In Relationship,3,7,4.4,5.6,Average,6.4,True
602,21,M,Undergraduate,Japan,4.3,Twitter,No,7.6,68.0,Single,2,4,2.4,6.5,Good,3.5,False
603,23,F,Graduate,Poland,6.2,Instagram,Yes,6.4,46.0,Single,4,8,4.5,6.5,Good,6.7,True
604,20,M,Undergraduate,Finland,4.5,Facebook,No,7.4,88.0,In Relationship,2,5,5.1,7.6,Poor,7.1,False
605,22,F,Graduate,Spain,6.3,TikTok,Yes,6.3,42.0,Single,4,8,4.0,7.0,Excellent,5.8,True
606,19,M,Undergraduate,Denmark,4.7,Instagram,No,7.2,59.0,In Relationship,2,5,5.8,6.5,Poor,8.7,False
607,24,F,Graduate,Ireland,5.9,Twitter,Yes,6.6,59.0,Single,3,7,2.6,7.3,Good,4.800000000000001,True
608,21,M,Undergraduate,India,7.1,Facebook,Yes,5.7,92.0,Single,5,9,2.0,7.9,Poor,3.4,True
609,23,F,Graduate,Switzerland,4.4,Instagram,No,7.4,69.0,In Relationship,2,5,1.4,7.1,Average,3.9,False
610,20,M,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,74.0,Single,4,8,5.3,6.5,Average,8.0,True
611,30,F,Graduate,USA,5.4,Instagram,Yes,6.9,74.0,In Relationship,3,7,4.3,5.2,Poor,5.1,True
612,19,M,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,88.0,Single,4,8,3.4,5.4,Good,4.4,True
613,24,F,Graduate,France,4.8,Twitter,No,7.3,78.0,In Relationship,2,5,3.8,6.2,Poor,4.8,False
614,21,M,Undergraduate,Canada,5.7,Instagram,Yes,6.7,66.0,Single,3,7,2.1,5.9,Good,4.300000000000001,True
615,23,F,Graduate,UK,6.1,TikTok,Yes,6.4,65.0,Single,4,8,6.4,6.3,Good,8.4,True
616,20,M,Undergraduate,Italy,4.6,Facebook,No,7.2,53.0,In Relationship,2,5,,6.6,Good,5.7,False
617,22,F,Graduate,Russia,6.8,Instagram,Yes,5.9,56.0,Single,5,9,3.6,6.6,Good,6.5,True
618,19,M,Undergraduate,China,5.6,WeChat,Yes,6.8,57.0,In Relationship,3,7,4.4,6.6,Excellent,6.800000000000001,True
619,24,F,Graduate,Japan,4.2,Twitter,No,7.5,84.0,Single,2,4,4.1,7.0,Average,4.9,False
620,21,M,Undergraduate,Poland,6.3,TikTok,Yes,6.3,91.0,Single,4,8,3.8,6.6,Good,5.199999999999999,True
621,23,F,Graduate,Finland,4.4,Instagram,No,7.4,68.0,In Relationship,2,5,2.6,4.5,Average,4.2,False
622,20,M,Undergraduate,Spain,6.5,Facebook,Yes,6.2,69.35590551181102,Single,4,8,4.1,5.6,Average,5.6,True
623,22,F,Graduate,Denmark,4.6,Twitter,No,7.3,92.0,In Relationship,2,5,,6.4,Good,8.0,False
624,19,M,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,66.0,Single,3,7,5.1,5.3,Good,7.8,True
625,24,F,Graduate,India,7.0,TikTok,Yes,5.8,69.35590551181102,Single,5,9,,7.1,Good,6.7,True
626,21,M,Undergraduate,Switzerland,4.5,Facebook,No,7.3,43.0,In Relationship,2,5,2.9,8.0,Excellent,4.8,False
627,23,F,Graduate,Turkey,6.7,Instagram,Yes,6.1,40.0,Single,4,8,2.3,7.7,Excellent,4.8,True
628,20,M,Undergraduate,USA,5.5,Twitter,Yes,6.8,89.0,In Relationship,3,7,3.3,6.3,Good,4.8,True
629,22,F,Graduate,Mexico,6.4,Facebook,Yes,6.2,40.0,Single,4,8,3.6,8.0,Good,4.5,True
630,19,M,Undergraduate,France,4.7,Instagram,No,7.2,97.0,In Relationship,2,5,4.8,6.6,Good,6.5,False
631,24,F,Graduate,Canada,5.6,TikTok,Yes,6.7,65.0,Single,3,7,1.5,6.2,Average,2.1,True
632,21,M,Undergraduate,UK,6.2,Facebook,Yes,6.3,84.0,Single,4,8,5.3,5.9,Good,8.2,True
633,23,F,Graduate,Italy,4.8,Twitter,No,7.1,59.0,In Relationship,2,5,3.3,6.2,Average,4.0,False
634,20,M,Undergraduate,Russia,6.9,Instagram,Yes,5.9,91.0,Single,5,9,3.0,6.1,Excellent,4.6,True
635,22,F,Graduate,China,5.7,WeChat,Yes,6.7,62.0,In Relationship,3,7,2.3,6.7,Good,4.1,True
636,19,M,Undergraduate,Japan,4.4,Twitter,No,7.4,49.0,Single,2,4,1.5,6.7,Average,4.5,False
637,24,F,Graduate,Poland,6.1,TikTok,Yes,6.4,98.0,Single,4,8,,6.5,Average,5.4,True
638,21,M,Undergraduate,Finland,4.3,Instagram,No,7.5,50.0,In Relationship,2,5,3.6,6.9,Good,4.4,False
639,23,F,Graduate,Spain,6.4,Facebook,Yes,6.2,80.0,Single,4,8,2.0,7.7,Poor,2.5,True
640,20,M,Undergraduate,Denmark,4.5,Twitter,No,7.3,80.0,In Relationship,2,5,1.9,7.4,Poor,2.8,False
641,22,F,Graduate,Ireland,5.9,Instagram,Yes,6.5,44.0,Single,3,7,,5.0,Average,4.1,True
642,19,M,Undergraduate,India,7.2,TikTok,Yes,5.7,97.0,Single,5,9,5.5,3.9,Average,7.6,True
643,24,F,Graduate,Switzerland,4.6,Facebook,No,7.2,40.0,In Relationship,2,5,3.2,7.4,Average,4.2,False
644,21,M,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,56.0,Single,4,8,1.7,5.1,Good,2.3,True
645,23,F,Graduate,USA,5.3,Twitter,Yes,6.8,61.0,In Relationship,3,7,3.2,6.3,Good,5.800000000000001,True
646,22,M,Graduate,Mexico,6.3,Facebook,Yes,6.2,73.0,Single,4,8,3.2,5.3,Excellent,4.6,True
647,20,F,Undergraduate,France,4.8,Instagram,No,7.1,95.0,In Relationship,2,5,0.3,4.7,Good,1.7,False
648,23,M,Graduate,Canada,5.7,TikTok,Yes,6.6,84.0,Single,3,7,3.4,7.0,Good,4.7,True
649,21,F,Undergraduate,UK,6.2,Twitter,Yes,6.3,69.35590551181102,Single,4,8,3.2,7.3,Good,6.1,True
650,24,M,Graduate,Italy,4.7,Facebook,No,7.2,69.35590551181102,In Relationship,2,5,4.3,6.6,Poor,5.2,False
651,19,F,Undergraduate,Russia,6.8,Instagram,Yes,5.9,43.0,Single,5,9,5.7,3.9,Poor,8.4,True
